id,entity_id,entity_name,entity_color,location_id,location_name,function_id,function_name,asset_id,asset_name,asset_type,asset_color,usecase_id,use_case,rule_id,rule_name,seim_id,severity,events,starttime,endtime,magnitude,criticality,criticality_color,description,itsm_id,status,priority,group,service_category,soar_id,ticket_id,created_time,Suspicious,assets,assigned_time,due_by_time,first_response_due_by_time,impact,is_first_response_overdue,is_overdue,replys,resolution,site,urgency,subject,last_updated_datetime,target
1640183,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D2,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",223670,0,1,2022-06-02 00:03:39.000 +0530,2022-06-02 00:03:39.000 +0530,0,Low,#25ba3c,Firewall Permit,1640183,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174185,223670,2022-06-02 12:13:00+05:30,false,,2022-06-02 13:26:00.000 +0530,,2022-06-02 14:13:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,172.201.2.1
1640184,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",223671,0,1,2022-06-02 00:03:46.000 +0530,2022-06-02 00:03:46.000 +0530,0,Low,#25ba3c,Firewall Permit,1640184,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174186,223671,2022-06-02 12:13:00+05:30,false,,2022-06-02 13:26:00.000 +0530,,2022-06-02 14:13:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo.  Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1640426,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet fgt240D2,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",223776,3,8,2022-06-02 21:28:50.000 +0530,2022-06-03 02:12:55.000 +0530,1,Low,#25ba3c,"Traffic timeout
 preceded by Firewall Permit",1640426,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174321,223776,2022-06-02 21:32:00+05:30,false,,2022-06-02 21:37:00.000 +0530,,2022-06-02 23:32:00+05:30,4. Baja,false,false,,"?Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentacion del mismo. Despues de 7 dias sin respuesta del caso, se procedera con el cierre del mismo",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,172.201.2.1
1640578,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D,,,,2,GR Chia: Possible Local Worm Detected (URGENTE: LLAMAR CLIENTE),223849,7,1177,2022-06-03 05:32:18.000 +0530,2022-06-03 05:50:59.000 +0530,3,Medium,#f0ae0c,Possible Local Worm Detected,1640578,Closed,3. Media,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174434,223849,2022-06-03 05:56:00+05:30,false,,2022-06-03 05:59:00.000 +0530,,2022-06-03 06:56:00+05:30,3. Media,false,false,,"?Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentacion del mismo. Despues de 7 dias sin respuesta del caso, se procedera con el cierre del mismo",GR CHIA SAS,3. Media,GR CHIA: POSSIBLE LOCAL WORM DETECTED (URGENTE: LLAMAR CLIENTE),,172.201.1.1
1641643,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_MERCANET,GRC_FT_FW_MERCANET,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224257,3,70,2022-06-05 08:54:36.000 +0530,2022-06-05 11:30:59.000 +0530,1,Low,#25ba3c,"Traffic timeout
 preceded by Firewall Permit",1641643,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175097,224257,2022-06-05 10:17:00+05:30,true,,2022-06-05 11:31:00.000 +0530,,2022-06-05 12:17:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1640579,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",223850,2,2,2022-06-03 05:53:21.000 +0530,2022-06-03 05:53:21.000 +0530,1,Low,#25ba3c,"Firewall Permit
 preceded by Ip-conn",1640579,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174435,223850,2022-06-03 05:59:00+05:30,false,,2022-06-03 07:41:00.000 +0530,,2022-06-03 07:59:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,41.79.219.197
1641508,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet fgt240D2,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224212,9,4,2022-06-05 00:18:46.000 +0530,2022-06-05 00:18:50.000 +0530,3,Medium,#f0ae0c,"SSL alerts
 preceded by SSL new connection",1641508,Closed,3. Media,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174983,224212,2022-06-05 00:24:00+05:30,true,,2022-06-05 00:26:00.000 +0530,,2022-06-05 01:24:00+05:30,3. Media,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,3. Media,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.2.1
1641511,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D2,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224213,8,2,2022-06-05 00:18:53.000 +0530,2022-06-05 00:18:53.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641511,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174984,224213,2022-06-05 00:25:00+05:30,true,,2022-06-05 00:26:00.000 +0530,,2022-06-05 02:25:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.2.1
1641512,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_MERCANET,GRC_FT_FW_MERCANET,Fortinet fgt240D2,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224214,8,2,2022-06-05 00:18:53.000 +0530,2022-06-05 00:18:54.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641512,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174985,224214,2022-06-05 00:25:00+05:30,true,,2022-06-05 00:26:00.000 +0530,,2022-06-05 02:25:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.2.1
1641513,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_MERCANET,GRC_FT_FW_MERCANET,Fortinet fgt240D2,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224215,8,2,2022-06-05 00:18:54.000 +0530,2022-06-05 00:18:55.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641513,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174986,224215,2022-06-05 00:25:00+05:30,true,,2022-06-05 00:26:00.000 +0530,,2022-06-05 02:25:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.2.1
1641514,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet Device,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224216,8,2,2022-06-05 00:18:55.000 +0530,2022-06-05 00:18:56.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641514,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174987,224216,2022-06-05 00:26:00+05:30,true,,2022-06-05 00:26:00.000 +0530,,2022-06-05 02:26:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,20.20.20.1
1641515,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224218,8,4,2022-06-05 00:19:06.000 +0530,2022-06-05 00:19:09.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641515,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174988,224218,2022-06-05 00:28:00+05:30,true,,2022-06-05 00:29:00.000 +0530,,2022-06-05 02:28:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso,se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.1.1
1641516,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet fgt240D2,,,,5,"GR Chia: X-Force Risky IP, Anonymization(Source IP)",224217,8,6,2022-06-05 00:19:05.000 +0530,2022-06-05 00:19:09.000 +0530,3,Medium,#f0ae0c,SSL exit error,1641516,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2174989,224217,2022-06-05 00:28:00+05:30,true,,2022-06-05 00:29:00.000 +0530,,2022-06-05 02:28:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,"GR CHIA: X-FORCE RISKY IP, ANONYMIZATION(SOURCE IP)",,172.201.2.1
1641622,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224257,3,70,2022-06-05 08:54:36.000 +0530,2022-06-05 11:30:59.000 +0530,1,Low,#25ba3c,"Traffic timeout
 preceded by Firewall Permit",1641622,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175077,224257,2022-06-05 08:59:00+05:30,true,,2022-06-05 11:31:00.000 +0530,,2022-06-05 10:59:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1641661,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_MERCANET,GRC_FT_FW_MERCANET,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224257,3,70,2022-06-05 08:54:36.000 +0530,2022-06-05 11:30:59.000 +0530,1,Low,#25ba3c,"Traffic timeout
 preceded by Firewall Permit",1641661,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175112,224257,2022-06-05 11:17:00+05:30,true,,2022-06-05 11:31:00.000 +0530,,2022-06-05 13:17:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1641669,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_IFX,GRC_FT_FW_IFX,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224284,0,4,2022-06-05 11:49:19.000 +0530,2022-06-05 11:52:17.000 +0530,0,Low,#25ba3c,"Firewall Permit
 preceded by Forward Traffic",1641669,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175120,224284,2022-06-05 11:53:00+05:30,true,,2022-06-05 20:42:00.000 +0530,,2022-06-05 13:53:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1642002,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet fgt240D2,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224491,3,1,2022-06-06 07:19:06.000 +0530,2022-06-06 07:19:06.000 +0530,1,Low,#25ba3c,Traffic timeout,1642002,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175408,224491,2022-06-06 07:25:00+05:30,true,,2022-06-06 07:27:00.000 +0530,,2022-06-06 09:25:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,172.201.2.1
1642014,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet Device,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224495,2,29,2022-06-06 07:40:04.000 +0530,2022-06-08 00:44:36.000 +0530,1,Low,#25ba3c,"Ip-conn
 preceded by Firewall Permit",1642014,Closed,4. Baja,Security Analyst Level 1,SERVICIO DE CORRELACI�??N DE EVENTOS,2175415,224495,2022-06-06 07:46:00+05:30,true,,2022-06-06 07:50:00.000 +0530,,2022-06-06 09:46:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,20.20.20.1
1643609,2,GR Chia,,1,Bogota,1,undefined,GRC_FT_FW_Distribuidas,GRC_FT_FW_Distribuidas,Fortinet fgt240D,,,,3,"GR Chia: X-Force Risk IP, Spam(Destination IP)",224824,3,55,2022-06-07 00:32:17.000 +0530,2022-06-13 22:19:59.000 +0530,1,Low,#25ba3c,"Traffic timeout
 preceded by Ip-conn
 preceded by Firewall Permit",1643609,Closed,4. Baja,Security_Outsourcing,SERVICIO DE CORRELACI�??N DE EVENTOS,2175847,224824,2022-06-07 12:40:00+05:30,true,,2022-06-07 14:43:00.000 +0530,,2022-06-07 14:40:00+05:30,4. Baja,false,false,,"Se notifica la alerta a los contactos correspondientes y se queda a la espera de la retroalimentaci�??n del mismo. Despu??s de 7 d??as sin respuesta del caso, se proceder?? con el cierre del mismo.",GR CHIA SAS,4. Baja,GR CHIA: X-FORCE: MAIL SERVER SENDING MAIL TO SERVERS CATEGORIZED AS SPAM,,172.201.1.1
