"id","offense_source","rule_name","seim_id","description","last_updated_datetime","start_datetime","destination_networks","policy_category_count","category_count","inactive","flow_count","follow_up","close_time","severity","credibility","closing_reason_id","device_count","domain_id","username_count","protected","relevance","source_network","status","source_count","rules","assigned_to","offense_type","security_category_count","remote_destination_count","categories","event_count","local_destination_count","log_sources","magnitude","closing_user","source_address_ids","local_destination_address_ids","target"
223393,alvaro.salas,GyF: Multiple Login Failures for Single Username,223393,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing Failure Audit: An account failed to log on",2022-06-01 23:46:46.000 +0530,2022-06-01 08:34:43.000 +0530,[List],0,2,true,0,false,,5,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,3,2,0,[List],455,1,[List],2,cafonseca,[List],[List],"10.122.5.103"
223397,"172.16.160.64",GyF: Posibles conexiones a servidores DNS no autorizados,223397,Firewall Permit,2022-06-01 08:44:55.000 +0530,2022-06-01 08:44:54.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,2,[List],2,0,[List],1,jcifuentes,[List],[List],"192.168.2.51"
223399,"172.16.160.65",GyF: Posibles conexiones a servidores DNS no autorizados,223399,Firewall Permit,2022-06-08 18:41:06.000 +0530,2022-06-01 08:55:31.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,2,false,0,other,CLOSED,1,[List],0,0,1,2,[List],3,0,[List],1,jcifuentes,[List],[List],"192.168.2.51"
223400,"172.16.64.71",GyF: Posibles conexiones a servidores DNS no autorizados,223400,Firewall Permit,2022-06-03 09:19:08.000 +0530,2022-06-01 08:55:56.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,3,[List],24,0,[List],1,jcifuentes,[List],[List],"192.168.2.51"
223410,"172.16.144.71",GyF: Posibles conexiones a servidores DNS no autorizados,223410,"Ip-conn
 preceded by Firewall Permit",2022-06-03 14:38:50.000 +0530,2022-06-01 10:04:43.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,2,1,[List],10,0,[List],1,jcifuentes,[List],[List],"192.168.2.51"
223411,"172.16.160.32",GyF: Posibles conexiones a servidores DNS no autorizados,223411,Firewall Permit,2022-06-01 14:08:33.000 +0530,2022-06-01 10:09:46.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],5,0,[List],1,jcifuentes,[List],[List],"192.168.2.51"
223413,luz.castro,GyF: Multiple Login Failures for Single Username,223413,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing Failure Audit: An account failed to log on",2022-06-02 11:33:31.000 +0530,2022-06-01 10:10:58.000 +0530,[List],0,2,true,0,false,,6,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,3,2,0,[List],455,1,[List],2,cafonseca,[List],[List],"10.122.5.103"
223412,"192.168.182.1",Multiple Login Failures From the Same Source with any Username,223412,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing Failure Audit: An account failed to log on",2022-06-02 11:33:31.000 +0530,2022-06-01 10:10:58.000 +0530,[List],0,2,true,0,false,,6,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,0,2,0,[List],455,1,[List],2,cafonseca,[List],[List],"172.16.64.100"
223414,"192.168.169.2",GyF: Posibles conexiones a servidores DNS no autorizados,223414,Firewall Permit,2022-06-01 10:25:38.000 +0530,2022-06-01 10:25:32.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],1,jcifuentes,[List],[List],"10.122.5.129"
223416,"172.16.80.9",GyF: Posibles conexiones a servidores DNS no autorizados,223416,"Firewall Permit
 preceded by Traffic timeout",2022-06-03 00:30:19.000 +0530,2022-06-01 10:29:32.000 +0530,[List],0,2,true,0,false,,4,3,54,1,24,2,false,0,other,CLOSED,1,[List],0,0,2,3,[List],317,0,[List],2,jcifuentes,[List],[List],"10.122.5.71"
223432,"172.16.80.16",GyF: Posibles conexiones a servidores DNS no autorizados,223432,Firewall Permit,2022-06-02 18:12:27.000 +0530,2022-06-01 11:37:14.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,2,false,0,other,CLOSED,1,[List],0,0,1,2,[List],198,0,[List],1,jcifuentes,[List],[List],"10.122.5.5"
223436,"192.168.53.4",GyF: Posibles conexiones a servidores DNS no autorizados,223436,"DNS Detected
 preceded by Firewall Permit
 preceded by Ip-conn
 preceded by Forward Traffic",2022-06-01 00:11:40.000 +0530,2022-06-01 00:08:25.000 +0530,[List],0,3,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,3,1,[List],7,0,[List],2,jcifuentes,[List],[List],"192.168.2.252"
223452,"208.100.26.241",GyF: Posibles conexiones a servidores DNS no autorizados,223452,Traffic timeout,2022-06-01 13:48:26.000 +0530,2022-06-01 13:48:26.000 +0530,[List],0,1,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],2,jcifuentes,[List],[List],"10.122.5.103"
223457,"192.241.212.172",GyF: Posibles conexiones a servidores DNS no autorizados,223457,Traffic timeout,2022-06-01 13:58:24.000 +0530,2022-06-01 13:58:24.000 +0530,[List],0,1,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],2,jcifuentes,[List],[List],"10.122.5.6"
223467,"172.16.144.46",GyF: Posibles conexiones a servidores DNS no autorizados,223467,Firewall Permit,2022-06-01 14:57:25.000 +0530,2022-06-01 14:50:25.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],1,jcifuentes,[List],[List],"10.122.5.118"
223469,"172.16.64.24",GyF: Posibles conexiones a servidores DNS no autorizados,223469,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing Firewall Permit",2022-06-16 00:20:15.000 +0530,2022-06-01 14:54:39.000 +0530,[List],0,4,true,0,false,,6,3,54,3,24,5,false,0,other,CLOSED,1,[List],0,0,4,6,[List],201,1,[List],2,jcifuentes,[List],[List],"10.0.4.1"
223470,"172.16.112.10",GyF: Posibles conexiones a servidores DNS no autorizados,223470,Firewall Permit,2022-06-01 14:57:21.000 +0530,2022-06-01 14:57:16.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,2,[List],12,0,[List],1,jcifuentes,[List],[List],"10.122.5.1"
223475,"172.17.0.47",GyF: Posibles conexiones a servidores DNS no autorizados,223475,Firewall Permit,2022-06-01 15:11:38.000 +0530,2022-06-01 15:05:41.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],3,0,[List],1,jcifuentes,[List],[List],"192.168.2.105"
223480,"172.16.208.47",GyF: Posibles conexiones a servidores DNS no autorizados,223480,Firewall Permit,2022-06-01 15:28:07.000 +0530,2022-06-01 15:28:07.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"10.122.5.221"
223484,harley.vega,GyF: Multiple Login Failures for Single Username,223484,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing An account failed to log on: Expired Password",2022-06-01 15:41:44.000 +0530,2022-06-01 15:41:32.000 +0530,[List],0,2,true,0,false,,6,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,3,2,0,[List],71,1,[List],2,cafonseca,[List],[List],"10.122.5.120"
223485,"172.16.16.161",GyF: Posibles conexiones a servidores DNS no autorizados,223485,Firewall Permit,2022-06-15 11:42:06.000 +0530,2022-06-01 15:46:55.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],121,0,[List],1,jcifuentes,[List],[List],"10.122.5.87"
223486,"172.16.16.160",GyF: Posibles conexiones a servidores DNS no autorizados,223486,Firewall Permit,2022-06-15 11:44:01.000 +0530,2022-06-01 15:51:49.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],110,0,[List],1,jcifuentes,[List],[List],"10.122.5.58"
223488,"172.17.0.24",GyF: Posibles conexiones a servidores DNS no autorizados,223488,Firewall Permit,2022-06-01 16:00:34.000 +0530,2022-06-01 15:57:47.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],1,jcifuentes,[List],[List],"10.122.5.63"
223490,"92.118.160.17",GyF: Posibles conexiones a servidores DNS no autorizados,223490,Firewall Permit,2022-06-01 16:08:06.000 +0530,2022-06-01 16:08:06.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"10.122.5.17"
223493,"164.92.137.195",GyF: Posibles conexiones a servidores DNS no autorizados,223493,Firewall Permit,2022-06-01 16:47:43.000 +0530,2022-06-01 16:47:43.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"192.168.2.119"
223497,"172.17.0.48",GyF: Posibles conexiones a servidores DNS no autorizados,223497,Firewall Permit,2022-06-01 17:09:58.000 +0530,2022-06-01 16:59:03.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],3,0,[List],1,jcifuentes,[List],[List],"10.221.80.189"
223500,"192.168.139.1",GyF: Posibles conexiones a servidores DNS no autorizados,223500,"Ip-conn
 preceded by Firewall Permit
 preceded by DNS Detected
 preceded by Forward Traffic",2022-06-01 17:26:40.000 +0530,2022-06-01 17:15:04.000 +0530,[List],0,3,true,0,false,,2,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,3,1,[List],13,0,[List],1,jcifuentes,[List],[List],"192.168.2.17"
223510,"167.248.133.136",GyF: Posibles conexiones a servidores DNS no autorizados,223510,Firewall Permit,2022-06-01 17:42:09.000 +0530,2022-06-01 17:42:09.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"192.168.2.242"
223518,"192.241.222.193",GyF: Posibles conexiones a servidores DNS no autorizados,223518,Traffic timeout,2022-06-01 18:33:13.000 +0530,2022-06-01 18:33:13.000 +0530,[List],0,1,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],2,jcifuentes,[List],[List],"192.168.2.51"
223524,"172.16.144.54",GyF: Posibles conexiones a servidores DNS no autorizados,223524,Firewall Permit,2022-06-01 22:08:28.000 +0530,2022-06-01 19:53:11.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],3,0,[List],1,jcifuentes,[List],[List],"10.122.5.224"
223528,"172.16.48.23",GyF: Posibles conexiones a servidores DNS no autorizados,223528,"Ip-conn
 preceded by Firewall Permit",2022-06-01 20:20:26.000 +0530,2022-06-01 20:04:16.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,2,3,[List],32,0,[List],1,jcifuentes,[List],[List],"10.122.5.120"
223547,"103.203.59.2",GyF: Posibles conexiones a servidores DNS no autorizados,223547,Traffic timeout,2022-06-01 21:28:52.000 +0530,2022-06-01 21:28:52.000 +0530,[List],0,1,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],2,jcifuentes,[List],[List],"103.203.59.2"
223548,"64.62.197.7",GyF: Posibles conexiones a servidores DNS no autorizados,223548,Firewall Permit,2022-06-01 21:32:36.000 +0530,2022-06-01 21:32:36.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"181.235.83.12"
223552,"209.141.53.247",GyF: Posibles conexiones a servidores DNS no autorizados,223552,Firewall Permit,2022-06-13 01:53:22.000 +0530,2022-06-01 22:14:53.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],4,0,[List],1,jcifuentes,[List],[List],"74.82.47.46"
223554,"186.81.100.248",GyF: User login VPN success in a non-working hours (After),223554,Tunnel Up,2022-06-01 22:17:09.000 +0530,2022-06-01 22:17:09.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,1,[List],1,cafonseca,[List],[List],"181.235.92.250"
223555,"190.66.145.169",GyF: User login VPN success in a non-working hours (After),223555,Tunnel Up,2022-06-01 22:20:05.000 +0530,2022-06-01 22:19:54.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,1,[List],1,cafonseca,[List],[List],"192.168.69.2"
223557,"190.255.128.194",GyF: User login VPN success in a non-working hours (After),223557,Tunnel Up,2022-06-01 22:27:37.000 +0530,2022-06-01 22:27:33.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,1,[List],1,cafonseca,[List],[List],"10.122.5.58"
223558,"186.82.96.133",GyF: User login VPN success in a non-working hours (After),223558,Tunnel Up,2022-07-06 22:28:51.000 +0530,2022-06-01 22:30:52.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,4,[List],34,1,[List],1,cafonseca,[List],[List],"172.16.208.6"
223559,"181.61.135.114",GyF: User login VPN success in a non-working hours (After),223559,Tunnel Up,2022-06-01 22:35:44.000 +0530,2022-06-01 22:35:42.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,1,[List],1,cafonseca,[List],[List],"172.16.160.39"
223563,"200.29.127.22",GyF: User login VPN success in a non-working hours (After),223563,Tunnel Up,2022-06-01 23:10:37.000 +0530,2022-06-01 23:00:02.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],6,1,[List],1,cafonseca,[List],[List],"71.6.167.142"
223567,"181.235.83.12",GyF: User login VPN success in a non-working hours (After),223567,Tunnel Up,2022-06-01 23:05:56.000 +0530,2022-06-01 23:05:51.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,1,[List],1,cafonseca,[List],[List],"31.44.185.238"
223569,"186.81.100.68",GyF: User login VPN success in a non-working hours (After),223569,Tunnel Up,2022-06-02 23:53:38.000 +0530,2022-06-01 23:13:38.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,2,[List],4,1,[List],1,cafonseca,[List],[List],"1.92241E+11"
223575,"183.136.225.9",GyF: Posibles conexiones a servidores DNS no autorizados,223575,Firewall Deny,2022-06-03 09:09:02.000 +0530,2022-06-01 23:58:25.000 +0530,[List],0,1,true,0,false,,4,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,2,[List],2,0,[List],2,jcifuentes,[List],[List],"192.168.101.3"
223585,"201.221.125.6",GyF: User login VPN success in a non-working hours (Before),223585,Tunnel Up,2022-06-02 00:54:19.000 +0530,2022-06-02 00:54:19.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,cafonseca,[List],[List],"1.84105E+11"
223587,"167.94.138.108",GyF: Posibles conexiones a servidores DNS no autorizados,223587,Firewall Permit,2022-06-05 14:50:28.000 +0530,2022-06-02 01:09:20.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],1,jcifuentes,[List],[List],"191.95.175.79"
223613,"162.142.125.135",GyF: Posibles conexiones a servidores DNS no autorizados,223613,Firewall Permit,2022-06-02 05:52:39.000 +0530,2022-06-02 05:52:39.000 +0530,[List],0,1,true,0,false,,0,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"1.84105E+11"
223641,"192.168.2.24",GyF: Posibles conexiones a servidores DNS no autorizados,223641,"Ip-conn
 preceded by Firewall Permit",2022-06-02 08:56:12.000 +0530,2022-06-02 08:54:56.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,1,false,0,GYF.GYF_Red_1,CLOSED,1,[List],0,0,2,3,[List],4,0,[List],1,jcifuentes,[List],[List],"193.118.55.163"
223642,"192.168.173.2",Multiple Login Failures From the Same Source with any Username,223642,"Multiple Login Failures from the Same Source with any Username
 containing An account failed to log on: Expired Password",2022-06-02 09:04:28.000 +0530,2022-06-02 09:04:28.000 +0530,[List],0,2,true,0,false,,7,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,0,2,0,[List],4,1,[List],3,cafonseca,[List],[List],"216.52.136.227"
227498,"186.82.86.211",PRUEBA XFORCE,227498,Firewall Permit,2022-06-16 16:21:33.000 +0530,2022-06-16 16:21:32.000 +0530,[List],0,2,true,0,false,,8,2,54,2,11,0,false,0,GR_CHIA.FW_IFX,CLOSED,1,[List],0,1,2,1,[List],2,0,[List],3,mmalagon,[List],[List],"1.97234E+11"
223648,"172.16.112.7",GyF: Posibles conexiones a servidores DNS no autorizados,223648,Firewall Permit,2022-06-07 10:59:13.000 +0530,2022-06-02 09:39:13.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],1,jcifuentes,[List],[List],"172.16.80.14"
223652,"172.16.160.13",GyF: Posibles conexiones a servidores DNS no autorizados,223652,Firewall Permit,2022-06-02 10:09:14.000 +0530,2022-06-02 10:09:14.000 +0530,[List],0,1,true,0,false,,1,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,1,1,[List],1,0,[List],1,jcifuentes,[List],[List],"172.16.80.15"
223658,"104.152.52.14",GyF: Posibles conexiones a servidores DNS no autorizados,223658,Traffic timeout,2022-06-02 11:13:24.000 +0530,2022-06-02 11:13:23.000 +0530,[List],0,1,true,0,false,,3,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,1,1,[List],2,0,[List],2,jcifuentes,[List],[List],"172.16.208.23"
223660,"172.16.64.18",GyF: Posibles conexiones a servidores DNS no autorizados,223660,"Ip-conn
 preceded by Firewall Permit",2022-06-29 07:32:10.000 +0530,2022-06-02 11:24:03.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,7,false,0,other,CLOSED,1,[List],0,0,2,10,[List],1243,0,[List],1,jcifuentes,[List],[List],"172.16.208.51"
223673,"192.168.55.1",GyF: Posibles conexiones a servidores DNS no autorizados,223673,"Firewall Permit
 preceded by Ip-conn",2022-06-02 00:11:00.000 +0530,2022-06-02 00:10:54.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,0,false,0,other,CLOSED,1,[List],0,0,2,1,[List],3,0,[List],1,jcifuentes,[List],[List],"172.16.112.8"
223674,"172.16.160.14",GyF: Posibles conexiones a servidores DNS no autorizados,223674,"Ip-conn
 preceded by Firewall Permit",2022-06-07 07:50:36.000 +0530,2022-06-02 00:11:19.000 +0530,[List],0,2,true,0,false,,2,3,54,1,24,1,false,0,other,CLOSED,1,[List],0,0,2,4,[List],6,0,[List],1,jcifuentes,[List],[List],"172.17.0.39"
223677,madeleine.duran,GyF: Multiple Login Failures for Single Username,223677,"GyF Multiples Intentos de Autenticacion
 preceded by Multiple Login Failures from the Same Source with any Username
 containing Failure Audit: An account failed to log on",2022-06-02 21:43:16.000 +0530,2022-06-02 00:26:10.000 +0530,[List],0,2,true,0,false,,5,3,54,2,24,1,false,0,other,CLOSED,1,[List],0,3,2,0,[List],384,1,[List],2,cafonseca,[List],[List],"1.72105E+11"
